LocalizedName, BlockState
细纹高炉石砖楼梯, tcomplement:scorched_stairs_brick_small[facing=east,half=bottom,shape=straight]
高炉铺路石楼梯, tcomplement:scorched_stairs_road[facing=east,half=bottom,shape=straight]
高炉瓷砖楼梯, tcomplement:scorched_stairs_tile[facing=east,half=bottom,shape=straight]
高炉雕琢石砖楼梯, tcomplement:scorched_stairs_creeper[facing=east,half=bottom,shape=straight]
瓦尔基里矿石, vs_world:valkyrium_ore
物理注入器, vs_control:physics_infuser[facing=north,infuser_light_on=false]
创造物理注入器, vs_control:physics_infuser_creative[facing=north,infuser_light_on=false]
基础引擎, vs_control:basic_engine[facing=down]
高级引擎, vs_control:advanced_engine[facing=down]
精英引擎, vs_control:elite_engine[facing=down]
终极引擎, vs_control:ultimate_engine[facing=down]
红石引擎, vs_control:redstone_engine[facing=down]
压缩瓦尔基里块, vs_control:compacted_valkyrium
舵轮, vs_control:ship_helm[facing=north]
车钟, vs_control:speed_telegraph[facing=north]
网络中继器, vs_control:network_relay[facing=down]
网络显示器, vs_control:network_display
稳定陀螺仪, vs_control:gyroscope_stabilizer
减震陀螺仪, vs_control:gyroscope_dampener
升降舵, vs_control:lift_lever[facing=north]
瓦尔基里压缩机构件, vs_control:valkyrium_compressor_part
瓦尔基里引擎构件, vs_control:valkyrium_engine_part
方向舵构件, vs_control:rudder_part
巨型螺旋桨构件, vs_control:giant_propeller_part
传动轴, vs_control:rotation_axle[axis=y]
齿轮箱, vs_control:gearbox[facing=north]
黑暗石, abyssalcraft:stone[type=darkstone]
§9深渊石, abyssalcraft:stone[type=abyssalstone]
恐惧石, abyssalcraft:stone[type=dreadstone]
渊素石, abyssalcraft:stone[type=abyssalnitestone]
珊瑚石, abyssalcraft:stone[type=coraliumstone]
§b伊塞斯石, abyssalcraft:stone[type=ethaxium]
奥穆索之石, abyssalcraft:stone[type=omotholstone]
巨石块, abyssalcraft:stone[type=monolithstone]
黑暗圆石, abyssalcraft:cobblestone[type=darkstone]
§9深渊圆石, abyssalcraft:cobblestone[type=abyssalstone]
恐惧圆石, abyssalcraft:cobblestone[type=dreadstone]
渊素圆石, abyssalcraft:cobblestone[type=abyssalnitestone]
珊瑚圆石, abyssalcraft:cobblestone[type=coraliumstone]
黑暗石砖, abyssalcraft:darkstone_brick[type=normal]
錾制黑暗石砖, abyssalcraft:darkstone_brick[type=chiseled]
裂纹黑暗石砖, abyssalcraft:darkstone_brick[type=cracked]
发光黑暗石砖, abyssalcraft:dsglow
黑暗石砖台阶, abyssalcraft:darkbrickslab1[half=bottom,variant=false]
黑暗圆石台阶, abyssalcraft:darkcobbleslab1[half=bottom,variant=false]
黑暗石砖楼梯, abyssalcraft:dbstairs[facing=east,half=bottom,shape=straight]
黑暗圆石楼梯, abyssalcraft:dcstairs[facing=east,half=bottom,shape=straight]
黑暗之地橡树树叶, abyssalcraft:dltleaves[check_decay=false,decayable=true]
黑暗之地橡木, abyssalcraft:dltlog[axis=y]
黑暗之地橡木, abyssalcraft:dltlog2[axis=y]
黑暗之地橡树树苗, abyssalcraft:dltsapling[stage=0,type=oak]
§9深渊石砖, abyssalcraft:abybrick[type=normal]
§9錾制深渊石砖, abyssalcraft:abybrick[type=chiseled]
§9裂纹深渊石砖, abyssalcraft:abybrick[type=cracked]
§9深渊石砖台阶, abyssalcraft:abyslab1[half=bottom,variant=false]
§9深渊石砖楼梯, abyssalcraft:abystairs[facing=east,half=bottom,shape=straight]
珊瑚矿石, abyssalcraft:coraliumore
渊素矿石, abyssalcraft:abyore
§9深渊石砖栅栏, abyssalcraft:abyfence[east=false,north=false,south=false,west=false]
黑暗圆石墙, abyssalcraft:dscwall[east=false,north=false,south=false,up=true,variant=cobblestone,west=false]
§4湮灭弹, abyssalcraft:odb[explode=false]
§3渊素块, abyssalcraft:ingotblock[type=abyssalnite]
§b精炼珊瑚块, abyssalcraft:ingotblock[type=refinedcoralium]
§4惧质块, abyssalcraft:ingotblock[type=dreadium]
§b伊塞斯块, abyssalcraft:ingotblock[type=ethaxium]
蕴含珊瑚的石头, abyssalcraft:coraliumstone
§4湮灭弹核心, abyssalcraft:odbcore[explode=false]
木制板条箱, abyssalcraft:crate
黑暗石台阶, abyssalcraft:darkstoneslab1[half=bottom,variant=false]
黑暗石按钮, abyssalcraft:dsbutton[facing=down,powered=false]
黑暗石压力板, abyssalcraft:dspplate[powered=false]
黑暗之地橡木木板, abyssalcraft:dltplank
黑暗之地橡木按钮, abyssalcraft:dltbutton[facing=down,powered=false]
黑暗之地橡木压力板, abyssalcraft:dltpplate[powered=false]
黑暗之地橡木楼梯, abyssalcraft:dltstairs[facing=east,half=bottom,shape=straight]
黑暗之地橡木台阶, abyssalcraft:dltslab1[half=bottom,variant=false]
恐惧之地蕴能石, abyssalcraft:psdl
深渊珊瑚矿石, abyssalcraft:abycorore
§9深渊石按钮, abyssalcraft:abybutton[facing=down,powered=false]
§9深渊石压力板, abyssalcraft:abypplate[powered=false]
黑暗石砖栅栏, abyssalcraft:dsbfence[east=false,north=false,south=false,west=false]
黑暗之地橡木栅栏, abyssalcraft:dltfence[east=false,north=false,south=false,west=false]
恐惧之地渊素矿石, abyssalcraft:abydreadore
恐惧渊素矿石, abyssalcraft:dreadore
恐惧石砖, abyssalcraft:dreadbrick[type=normal]
錾制恐惧石砖, abyssalcraft:dreadbrick[type=chiseled]
裂纹恐惧石砖, abyssalcraft:dreadbrick[type=cracked]
渊素石砖, abyssalcraft:abydreadbrick[type=normal]
錾制渊素石砖, abyssalcraft:abydreadbrick[type=chiseled]
裂纹渊素石砖, abyssalcraft:abydreadbrick[type=cracked]
恐惧之地草方块, abyssalcraft:dreadgrass[snowy=false]
恐惧之地树木, abyssalcraft:dreadlog[axis=y]
恐惧之地树叶, abyssalcraft:dreadleaves[check_decay=false,decayable=true]
恐惧之地树苗, abyssalcraft:dreadsapling[stage=0,type=oak]
恐惧之地木板, abyssalcraft:dreadplanks
深渊食尸鬼头颅, abyssalcraft:dghead
皮特的头颅, abyssalcraft:phead
威尔逊先生的头颅, abyssalcraft:whead
奥兰治医生的头颅, abyssalcraft:ohead
恐惧石砖楼梯, abyssalcraft:dreadbrickstairs[facing=east,half=bottom,shape=straight]
恐惧石砖栅栏, abyssalcraft:dreadbrickfence[east=false,north=false,south=false,west=false]
恐惧石砖台阶, abyssalcraft:dreadbrickslab1[half=bottom,variant=false]
渊素石砖楼梯, abyssalcraft:abydreadbrickstairs[facing=east,half=bottom,shape=straight]
渊素石砖栅栏, abyssalcraft:abydreadbrickfence[east=false,north=false,south=false,west=false]
渊素石砖台阶, abyssalcraft:abydreadbrickslab1[half=bottom,variant=false]
珊瑚砖块, abyssalcraft:cstonebrick[type=normal]
錾制珊瑚砖块, abyssalcraft:cstonebrick[type=chiseled]
裂纹珊瑚砖块, abyssalcraft:cstonebrick[type=cracked]
珊瑚砖栅栏, abyssalcraft:cstonebrickfence[east=false,north=false,south=false,west=false]
珊瑚砖台阶, abyssalcraft:cstonebrickslab1[half=bottom,variant=false]
珊瑚砖楼梯, abyssalcraft:cstonebrickstairs[facing=east,half=bottom,shape=straight]
珊瑚石按钮, abyssalcraft:cstonebutton[facing=down,powered=false]
珊瑚石压力板, abyssalcraft:cstonepplate[powered=false]
查伽洛斯祭坛（顶部）, abyssalcraft:dreadaltartop
查伽洛斯祭坛（底部）, abyssalcraft:dreadaltarbottom
结晶器, abyssalcraft:crystallizer[facing=north]
嬗变器, abyssalcraft:transmutator[facing=north]
恐惧之地木栅栏, abyssalcraft:drtfence[east=false,north=false,south=false,west=false]
硝石矿石, abyssalcraft:nitreore
深渊铁矿石, abyssalcraft:abyiroore
深渊金矿石, abyssalcraft:abygolore
深渊钻石矿石, abyssalcraft:abydiaore
深渊硝石矿石, abyssalcraft:abynitore
深渊锡矿石, abyssalcraft:abytinore
深渊铜矿石, abyssalcraft:abycopore
珠光四射的珊瑚矿石, abyssalcraft:abypcorore
液化珊瑚矿石, abyssalcraft:abylcorore
固态岩浆, abyssalcraft:solidlava
§b伊塞斯砖块, abyssalcraft:ethaxiumbrick[type=normal]
§b錾制伊塞斯砖块, abyssalcraft:ethaxiumbrick[type=chiseled]
§b裂纹伊塞斯砖块, abyssalcraft:ethaxiumbrick[type=cracked]
§b伊塞斯柱, abyssalcraft:ethaxiumpillar[axis=y]
§b伊塞斯砖楼梯, abyssalcraft:ethaxiumbrickstairs[facing=east,half=bottom,shape=straight]
§b伊塞斯砖台阶, abyssalcraft:ethaxiumbrickslab1[half=bottom,variant=false]
§b伊塞斯砖栅栏, abyssalcraft:ethaxiumfence[east=false,north=false,south=false,west=false]
铸币器, abyssalcraft:engraver[facing=down]
物质化器, abyssalcraft:materializer[facing=north]
§4暗色伊塞斯砖块, abyssalcraft:darkethaxiumbrick[type=normal]
§4錾制暗色伊塞斯砖块, abyssalcraft:darkethaxiumbrick[type=chiseled]
§4裂纹暗色伊塞斯砖块, abyssalcraft:darkethaxiumbrick[type=cracked]
§4暗色伊塞斯柱, abyssalcraft:darkethaxiumpillar[axis=y]
§4暗色伊塞斯砖楼梯, abyssalcraft:darkethaxiumbrickstairs[facing=east,half=bottom,shape=straight]
§b暗色伊塞斯砖台阶, abyssalcraft:darkethaxiumbrickslab1[half=bottom,variant=false]
§4暗色伊塞斯砖栅栏, abyssalcraft:darkethaxiumbrickfence[east=false,north=false,south=false,west=false]
修格斯软泥, abyssalcraft:shoggothblock[layers=1]
克苏鲁雕像, abyssalcraft:statue[facing=north,type=cthulhu]
哈斯塔雕像, abyssalcraft:statue[facing=north,type=hastur]
扎哈尔雕像, abyssalcraft:statue[facing=north,type=jzahar]
阿撒托斯雕像, abyssalcraft:statue[facing=north,type=azathoth]
奈亚拉托提普雕像, abyssalcraft:statue[facing=north,type=nyarlathotep]
犹格•索托斯雕像, abyssalcraft:statue[facing=north,type=yogsothoth]
莎布•尼古拉丝雕像, abyssalcraft:statue[facing=north,type=shubniggurath]
修格斯生物质, abyssalcraft:shoggothbiomass
能量基座, abyssalcraft:energypedestal
巨石柱, abyssalcraft:monolithpillar
献祭祭坛, abyssalcraft:sacrificialaltar
主世界能量基座, abyssalcraft:tieredenergypedestal[dimension=overworld]
深渊荒原能量基座, abyssalcraft:tieredenergypedestal[dimension=abyssal_wasteland]
恐惧之地能量基座, abyssalcraft:tieredenergypedestal[dimension=dreadlands]
奥穆索能量基座, abyssalcraft:tieredenergypedestal[dimension=omothol]
主世界献祭祭坛, abyssalcraft:tieredsacrificialaltar[dimension=overworld]
深渊荒原献祭祭坛, abyssalcraft:tieredsacrificialaltar[dimension=abyssal_wasteland]
恐惧之地献祭祭坛, abyssalcraft:tieredsacrificialaltar[dimension=dreadlands]
奥穆索献祭祭坛, abyssalcraft:tieredsacrificialaltar[dimension=omothol]
装饰用克苏鲁雕像, abyssalcraft:decorativestatue[facing=north,type=cthulhu]
装饰用哈斯塔雕像, abyssalcraft:decorativestatue[facing=north,type=hastur]
装饰用扎哈尔雕像, abyssalcraft:decorativestatue[facing=north,type=jzahar]
装饰用阿撒托斯雕像, abyssalcraft:decorativestatue[facing=north,type=azathoth]
装饰用奈亚拉托提普雕像, abyssalcraft:decorativestatue[facing=north,type=nyarlathotep]
装饰用犹格•索托斯雕像, abyssalcraft:decorativestatue[facing=north,type=yogsothoth]
装饰用莎布•尼古拉丝雕像, abyssalcraft:decorativestatue[facing=north,type=shubniggurath]
结晶铁簇, abyssalcraft:crystalcluster[type=iron]
结晶金簇, abyssalcraft:crystalcluster[type=gold]
结晶硫簇, abyssalcraft:crystalcluster[type=sulfur]
结晶碳簇, abyssalcraft:crystalcluster[type=carbon]
结晶氧簇, abyssalcraft:crystalcluster[type=oxygen]
结晶氢簇, abyssalcraft:crystalcluster[type=hydrogen]
结晶氮簇, abyssalcraft:crystalcluster[type=nitrogen]
结晶磷簇, abyssalcraft:crystalcluster[type=phosphorus]
结晶钾簇, abyssalcraft:crystalcluster[type=potassium]
结晶硝酸簇, abyssalcraft:crystalcluster[type=nitrate]
结晶甲烷簇, abyssalcraft:crystalcluster[type=methane]
结晶红石簇, abyssalcraft:crystalcluster[type=redstone]
结晶渊素簇, abyssalcraft:crystalcluster[type=abyssalnite]
结晶珊瑚簇, abyssalcraft:crystalcluster[type=coralium]
结晶惧质簇, abyssalcraft:crystalcluster[type=dreadium]
结晶烈焰簇, abyssalcraft:crystalcluster[type=blaze]
结晶锡簇, abyssalcraft:crystalcluster2[type=tin]
结晶铜簇, abyssalcraft:crystalcluster2[type=copper]
结晶硅簇, abyssalcraft:crystalcluster2[type=silicon]
结晶镁簇, abyssalcraft:crystalcluster2[type=magnesium]
结晶铝簇, abyssalcraft:crystalcluster2[type=aluminium]
结晶二氧化硅簇, abyssalcraft:crystalcluster2[type=silica]
结晶氧化铝簇, abyssalcraft:crystalcluster2[type=alumina]
结晶氧化镁簇, abyssalcraft:crystalcluster2[type=magnesia]
结晶锌簇, abyssalcraft:crystalcluster2[type=zinc]
结晶钙簇, abyssalcraft:crystalcluster2[type=calcium]
结晶铍簇, abyssalcraft:crystalcluster2[type=beryllium]
结晶绿柱石簇, abyssalcraft:crystalcluster2[type=beryl]
能量收集器, abyssalcraft:energycollector
能量中继器, abyssalcraft:energyrelay[facing=down]
能量容器, abyssalcraft:energycontainer
主世界能量收集器, abyssalcraft:tieredenergycollector[dimension=overworld]
深渊荒原能量收集器, abyssalcraft:tieredenergycollector[dimension=abyssal_wasteland]
恐惧之地能量收集器, abyssalcraft:tieredenergycollector[dimension=dreadlands]
奥穆索能量收集器, abyssalcraft:tieredenergycollector[dimension=omothol]
主世界能量中继器, abyssalcraft:tieredenergyrelay[dimension=overworld,facing=north]
深渊荒原能量中继器, abyssalcraft:tieredenergyrelay[dimension=abyssal_wasteland,facing=north]
恐惧之地能量中继器, abyssalcraft:tieredenergyrelay[dimension=dreadlands,facing=north]
奥穆索能量中继器, abyssalcraft:tieredenergyrelay[dimension=omothol,facing=north]
主世界能量容器, abyssalcraft:tieredenergycontainer[dimension=overworld]
深渊荒原能量容器, abyssalcraft:tieredenergycontainer[dimension=abyssal_wasteland]
恐惧之地能量容器, abyssalcraft:tieredenergycontainer[dimension=dreadlands]
奥穆索能量容器, abyssalcraft:tieredenergycontainer[dimension=omothol]
深渊沙子, abyssalcraft:abyssalsand
深渊熔沙, abyssalcraft:fusedabyssalsand
深渊沙玻璃, abyssalcraft:abyssalsandglass
恐惧之土, abyssalcraft:dreadlandsdirt
渊素圆石楼梯, abyssalcraft:abyssalcobblestonestairs[facing=east,half=bottom,shape=straight]
渊素圆石台阶, abyssalcraft:abyssalcobblestoneslab1[half=bottom,variant=false]
渊素圆石墙, abyssalcraft:abyssalcobblestonewall[east=false,north=false,south=false,up=true,variant=cobblestone,west=false]
恐惧圆石楼梯, abyssalcraft:dreadstonecobblestonestairs[facing=east,half=bottom,shape=straight]
恐惧圆石台阶, abyssalcraft:dreadstonecobblestoneslab1[half=bottom,variant=false]
恐惧圆石墙, abyssalcraft:dreadstonecobblestonewall[east=false,north=false,south=false,up=true,variant=cobblestone,west=false]
渊素圆石楼梯, abyssalcraft:abyssalnitecobblestonestairs[facing=east,half=bottom,shape=straight]
渊素圆石台阶, abyssalcraft:abyssalnitecobblestoneslab1[half=bottom,variant=false]
渊素圆石墙, abyssalcraft:abyssalnitecobblestonewall[east=false,north=false,south=false,up=true,variant=cobblestone,west=false]
珊瑚圆石楼梯, abyssalcraft:coraliumcobblestonestairs[facing=east,half=bottom,shape=straight]
珊瑚圆石台阶, abyssalcraft:coraliumcobblestoneslab1[half=bottom,variant=false]
珊瑚圆石墙, abyssalcraft:coraliumcobblestonewall[east=false,north=false,south=false,up=true,variant=cobblestone,west=false]
发光蓟, abyssalcraft:luminousthistle
荒原之刺, abyssalcraft:wastelandsthorn
撕裂基座, abyssalcraft:rendingpedestal
物态转换器, abyssalcraft:statetransformer[facing=north,tablet=false]
能量沉积器, abyssalcraft:energydepositioner
钙化石, abyssalcraft:calcifiedstone
深渊僵尸头颅, acheads:head[type=0]
邪恶的猪头颅, acheads:head[type=0]
深渊的守门者扎哈尔头颅, acheads:head[type=0]
渊素傀儡头颅, acheads:head[type=0]
恐惧渊素傀儡头颅, acheads:head[type=0]
恐惧守卫头颅, acheads:head[type=0]
幽灵龙头颅, acheads:head[type=0]
堕落者阿索拉头颅, acheads:head[type=0]
阴影活物头颅, acheads:head[type=0]
阴影怪物头颅, acheads:head[type=0]
惧魔头颅, acheads:head[type=0]
恐惧卵头颅, acheads:head[type=0]
恶魔猪头颅, acheads:head[type=0]
恐惧野兽查伽洛斯头颅, acheads:head[type=0]
查伽洛斯之拳手部, acheads:head[type=0]
阴影野兽头颅, acheads:head[type=0]
末日先驱萨托斯头颅, acheads:head[type=0]
骷髅哥利亚头颅, acheads:head[type=0]
查伽洛斯之卵头颅, acheads:head[type=0]
反物质深渊僵尸头颅, acheads:head[type=0]
反物质蝙蝠头颅, acheads:head[type=0]
反物质鸡头颅, acheads:head[type=0]
反物质牛头颅, acheads:head[type=0]
反物质爬行者头颅, acheads:head[type=0]
反物质食尸鬼头颅, acheads:head[type=0]
反物质猪头颅, acheads:head[type=0]
反物质玩家头颅, acheads:head[type=0]
反物质骷髅头颅, acheads:head[type=0]
反物质蜘蛛头颅, acheads:head[type=0]
反物质僵尸头颅, acheads:head[type=0]
奥穆索食尸鬼头颅, acheads:head[type=0]
残存者头颅, acheads:head[type=0]
残存者银行家头颅, acheads:head[type=0]
残存者铁匠头颅, acheads:head[type=0]
残存者屠夫头颅, acheads:head[type=0]
残存者图书管理员头颅, acheads:head[type=0]
残存者锻造师头颅, acheads:head[type=0]
残存者祭司头颅, acheads:head[type=0]
守门者仆从头颅, acheads:head[type=0]
小型修格斯头颅, acheads:head[type=0]
小型深渊修格斯头颅, acheads:head[type=0]
小型恐惧修格斯头颅, acheads:head[type=0]
小型奥穆索修格斯头颅, acheads:head[type=0]
小型阴影修格斯头颅, acheads:head[type=0]
邪恶牛头颅, acheads:head[type=0]
邪恶鸡头颅, acheads:head[type=0]
恶魔牛头颅, acheads:head[type=0]
恶魔鸡头颅, acheads:head[type=0]
邪恶羊头颅, acheads:head[type=0]
恶魔羊头颅, acheads:head[type=0]
被珊瑚侵染的鱿鱼头颅, acheads:head[type=0]
查伽洛斯之拳手部（左手）, acheads:head[type=0]
暗裔头颅, acheads:head[type=0]
熔融渊素, acintegration:moltenabyssalnite[level=0]
熔融精炼珊瑚, acintegration:moltencoralium[level=0]
熔融惧质, acintegration:moltendreadium[level=0]
种子分析仪, agricraft:seed_analyzer[facing=north,journal=true]
数控种子分析仪, agricraft:peripheral
木质水箱, agricraft:water_tank
木质浇灌水道, agricraft:water_channel_normal
木质浇灌水道, agricraft:water_channel_full
木质水道阀门, agricraft:water_channel_valve[powered=false]
洒水器, agricraft:sprinkler
木格栅, agricraft:grate[axis=x,offset=near,vines=none]
微型土豆, botania_tweaks:compressed_tiny_potato_1[facing=south]
小型土豆, botania_tweaks:compressed_tiny_potato_2[facing=south]
中型土豆, botania_tweaks:compressed_tiny_potato_3[facing=south]
巨型土豆, botania_tweaks:compressed_tiny_potato_4[facing=south]
超级巨大土豆, botania_tweaks:compressed_tiny_potato_5[facing=south]
更加超级巨大土豆, botania_tweaks:compressed_tiny_potato_6[facing=south]
非常超级巨大土豆, botania_tweaks:compressed_tiny_potato_7[facing=south]
极限超级巨大土豆, botania_tweaks:compressed_tiny_potato_8[facing=south]
小 土-豆（花盆pot-日均产量tato?）, botania_tweaks:potted_tiny_potato[potato_facing=south]
枣椰树苗, harvestcraft:date_sapling
海枣, harvestcraft:pamdate[age=0]
木瓜树苗, harvestcraft:papaya_sapling
木瓜, harvestcraft:pampapaya[age=0]
樱桃树苗, harvestcraft:cherry_sapling
樱桃, harvestcraft:pamcherry[age=0]
无花果树苗, harvestcraft:fig_sapling
无花果, harvestcraft:pamfig[age=0]
Soursop Sapling, harvestcraft:soursop_sapling
Soursop, harvestcraft:pamsoursop[age=0]
火龙果树苗, harvestcraft:dragonfruit_sapling
火龙果, harvestcraft:pamdragonfruit[age=0]
Rambutan Sapling, harvestcraft:rambutan_sapling
Rambutan, harvestcraft:pamrambutan[age=0]
Jackfruit Sapling, harvestcraft:jackfruit_sapling
Jackfruit, harvestcraft:pamjackfruit[age=0]
Passion Fruit Sapling, harvestcraft:passionfruit_sapling
Passionfruit, harvestcraft:pampassionfruit[age=0]
苹果树苗, harvestcraft:apple_sapling
苹果, harvestcraft:pamapple[age=0]
柠檬树苗, harvestcraft:lemon_sapling
柠檬, harvestcraft:pamlemon[age=0]
梨树树苗, harvestcraft:pear_sapling
梨, harvestcraft:pampear[age=0]
橄榄树苗, harvestcraft:olive_sapling
橄榄, harvestcraft:pamolive[age=0]
蜘网树苗, harvestcraft:spiderweb_sapling
蜘网, harvestcraft:pamspiderweb[age=0]
西柚树苗, harvestcraft:grapefruit_sapling
葡萄柚, harvestcraft:pamgrapefruit[age=0]
石榴树苗, harvestcraft:pomegranate_sapling
石榴, harvestcraft:pampomegranate[age=0]
腰果树苗, harvestcraft:cashew_sapling
腰果, harvestcraft:pamcashew[age=0]
香草树苗, harvestcraft:vanillabean_sapling
香草豆, harvestcraft:pamvanillabean[age=0]
杨桃树苗, harvestcraft:starfruit_sapling
杨桃, harvestcraft:pamstarfruit[age=0]
香蕉树苗, harvestcraft:banana_sapling
香蕉, harvestcraft:pambanana[age=0]
李子树苗, harvestcraft:plum_sapling
梅花, harvestcraft:pamplum[age=0]
牛油果树苗, harvestcraft:avocado_sapling
鳄梨, harvestcraft:pamavocado[age=0]
山核桃树苗, harvestcraft:pecan_sapling
山核桃, harvestcraft:pampecan[age=0]
开心果树苗, harvestcraft:pistachio_sapling
开心果, harvestcraft:pampistachio[age=0]
Hazelnut Sapling, harvestcraft:hazelnut_sapling
Hazelnut, harvestcraft:pamhazelnut[age=0]
青柠树苗, harvestcraft:lime_sapling
石灰, harvestcraft:pamlime[age=0]
胡椒树苗, harvestcraft:peppercorn_sapling
胡椒, harvestcraft:pampeppercorn[age=0]
杏仁树苗, harvestcraft:almond_sapling
杏仁, harvestcraft:pamalmond[age=0]
醋栗树苗, harvestcraft:gooseberry_sapling
醋栗, harvestcraft:pamgooseberry[age=0]
桃子树苗, harvestcraft:peach_sapling
桃, harvestcraft:pampeach[age=0]
板栗树苗, harvestcraft:chestnut_sapling
板栗, harvestcraft:pamchestnut[age=0]
Pawpaw Sapling, harvestcraft:pawpaw_sapling
Pawpaw, harvestcraft:pampawpaw[age=0]
椰子树苗, harvestcraft:coconut_sapling
椰子, harvestcraft:pamcoconut[age=0]
芒果树苗, harvestcraft:mango_sapling
芒果, harvestcraft:pammango[age=0]
杏树苗, harvestcraft:apricot_sapling
杏, harvestcraft:pamapricot[age=0]
柑橘树苗, harvestcraft:orange_sapling
橙色, harvestcraft:pamorange[age=0]
胡桃树苗, harvestcraft:walnut_sapling
核桃, harvestcraft:pamwalnut[age=0]
Lychee Sapling, harvestcraft:lychee_sapling
Lychee, harvestcraft:pamlychee[age=0]
柿子树苗, harvestcraft:persimmon_sapling
柿子, harvestcraft:pampersimmon[age=0]
Guava Sapling, harvestcraft:guava_sapling
Guava, harvestcraft:pamguava[age=0]
Breadfruit Sapling, harvestcraft:breadfruit_sapling
Breadfruit, harvestcraft:pambreadfruit[age=0]
肉豆蔻树苗, harvestcraft:nutmeg_sapling
肉豆蔻, harvestcraft:pamnutmeg[age=0]
榴莲树苗, harvestcraft:durian_sapling
榴莲, harvestcraft:pamdurian[age=0]
Tamarind Sapling, harvestcraft:tamarind_sapling
Tamarind, harvestcraft:pamtamarind[age=0]
肉桂树苗, harvestcraft:cinnamon_sapling
肉桂木, harvestcraft:pamcinnamon[age=0]
糖枫树苗, harvestcraft:maple_sapling
枫木, harvestcraft:pammaple[age=0]
白千层树树苗, harvestcraft:paperbark_sapling
白千层木, harvestcraft:pampaperbark[age=0]
农贸市场, harvestcraft:market
出货箱, harvestcraft:shippingbin
水井, harvestcraft:well
陷阱, harvestcraft:groundtrap[facing=north]
渔栅, harvestcraft:watertrap[facing=north]
滤水器, harvestcraft:waterfilter[facing=north]
研磨机, harvestcraft:grinder[facing=north]
蜂房, harvestcraft:beehive
蜂房, harvestcraft:apiary[facing=north]
蜂蜜块, harvestcraft:honey
蜂巢块, harvestcraft:honeycomb
压缩蜡块, harvestcraft:pressedwax
蜡蜂巢块, harvestcraft:waxcomb
白色蜡烛, harvestcraft:candledeco1[facing=up]
橙色蜡烛, harvestcraft:candledeco2[facing=up]
品红色蜡烛, harvestcraft:candledeco3[facing=up]
淡蓝色蜡烛, harvestcraft:candledeco4[facing=up]
黄色蜡烛, harvestcraft:candledeco5[facing=up]
黄绿色蜡烛, harvestcraft:candledeco6[facing=up]
粉色蜡烛, harvestcraft:candledeco7[facing=up]
灰色蜡烛, harvestcraft:candledeco8[facing=up]
淡灰色蜡烛, harvestcraft:candledeco9[facing=up]
青色蜡烛, harvestcraft:candledeco10[facing=up]
紫色腊珠, harvestcraft:candledeco11[facing=up]
蓝色蜡烛, harvestcraft:candledeco12[facing=up]
棕色蜡烛, harvestcraft:candledeco13[facing=up]
绿色蜡烛, harvestcraft:candledeco14[facing=up]
红色蜡烛, harvestcraft:candledeco15[facing=up]
黑色蜡烛, harvestcraft:candledeco16[facing=up]
贫瘠菜园, harvestcraft:aridgarden
严寒菜园, harvestcraft:frostgarden
荫蔽菜园, harvestcraft:shadedgarden
湿润菜园, harvestcraft:soggygarden
热带菜园, harvestcraft:tropicalgarden
多风菜园, harvestcraft:windygarden
压榨机, harvestcraft:presser[facing=north]
胡萝卜蛋糕, harvestcraft:carrotcake[bites=0]
奶酪蛋糕, harvestcraft:cheesecake[bites=0]
樱桃奶酪蛋糕, harvestcraft:cherrycheesecake[bites=0]
彩色朱古力蛋糕, harvestcraft:chocolatesprinklecake[bites=0]
节日蛋糕, harvestcraft:holidaycake[bites=0]
林明顿蛋糕, harvestcraft:lamingtoncake[bites=0]
帕夫洛娃蛋糕, harvestcraft:pavlovacake[bites=0]
菠萝倾转蛋糕, harvestcraft:pineappleupsidedowncake[bites=0]
南瓜奶酪蛋糕, harvestcraft:pumpkincheesecake[bites=0]
红丝绒蛋糕, harvestcraft:redvelvetcake[bites=0]
大理石楼梯, astralsorcery:blockmarblestairs[facing=east,half=bottom,shape=straight]
遏制圣杯, astralsorcery:blockchalice[active=true]
万象泉, astralsorcery:blockbore
共鸣祭坛, astralsorcery:blockattunementaltar
光波增幅器, astralsorcery:blockattunementrelay
聚星缸, astralsorcery:blockwell
洞穴照明器, astralsorcery:blockworldilluminator
星能聚合器, astralsorcery:blockstarlightinfuser
效应链接通道, astralsorcery:blockrituallink
烽火树, astralsorcery:blocktreebeacon
群星映射台, astralsorcery:blockmapdrawingtable
天体星门, astralsorcery:blockcelestialgateway
瞭望台, astralsorcery:blockobservatory
透镜, astralsorcery:blocklens[against=down,render=true]
棱镜, astralsorcery:blockprism[against=down]
大理石台阶, astralsorcery:blockmarbleslab[half=bottom,marbletype=bricks]
水晶石矿石, astralsorcery:blockcustomore[oretype=rock_crystal]
星辉矿石, astralsorcery:blockcustomore[oretype=starmetal]
海蓝宝石砂岩, astralsorcery:blockcustomsandore[oretype=aquamarine]
微光苋, astralsorcery:blockcustomflower[flower=glow_flower]
大理石, astralsorcery:blockmarble[marbletype=raw]
大理石砖, astralsorcery:blockmarble[marbletype=bricks]
大理石柱, astralsorcery:blockmarble[marbletype=pillar]
大理石横梁, astralsorcery:blockmarble[marbletype=arch]
雕纹大理石, astralsorcery:blockmarble[marbletype=chiseled]
凹面大理石, astralsorcery:blockmarble[marbletype=engraved]
精致大理石柱, astralsorcery:blockmarble[marbletype=runed]
