UniqueName, UnlocalizedName, LocalizedName, Metadata
thebetweenlands:items_crushed, item.thebetweenlands.ground_weedwood_bark.name, 磨碎的杂草树树皮, 16
thebetweenlands:items_crushed, item.thebetweenlands.ground_dried_swamp_reed.name, 磨碎的干沼泽芦苇, 17
thebetweenlands:items_crushed, item.thebetweenlands.ground_algae.name, 磨碎的水藻, 18
thebetweenlands:items_crushed, item.thebetweenlands.ground_angler_tooth.name, 磨碎的鮟鱇牙齿, 19
thebetweenlands:items_crushed, item.thebetweenlands.ground_blackhat_mushroom.name, 磨碎的黑帽菇, 20
thebetweenlands:items_crushed, item.thebetweenlands.ground_blood_snail_shell.name, 磨碎的猩红蜗牛壳, 21
thebetweenlands:items_crushed, item.thebetweenlands.ground_bog_bean.name, 磨碎的沼泽豆, 22
thebetweenlands:items_crushed, item.thebetweenlands.ground_broom_sedge.name, 磨碎的扫帚草, 23
thebetweenlands:items_crushed, item.thebetweenlands.ground_bulb_capped_mushroom.name, 磨碎的球盖菇, 24
thebetweenlands:items_crushed, item.thebetweenlands.ground_cardinal_flower.name, 磨碎的半边莲, 25
thebetweenlands:items_crushed, item.thebetweenlands.ground_cave_grass.name, 磨碎的洞穴草, 26
thebetweenlands:items_crushed, item.thebetweenlands.ground_cave_moss.name, 磨碎的洞穴苔藓, 27
thebetweenlands:items_crushed, item.thebetweenlands.ground_crimson_middle_gem.name, 磨碎的猩红元素宝石, 28
thebetweenlands:items_crushed, item.thebetweenlands.ground_deep_water_coral.name, 磨碎的深水珊瑚, 29
thebetweenlands:items_crushed, item.thebetweenlands.ground_flathead_mushroom.name, 磨碎的平顶菇, 30
thebetweenlands:items_crushed, item.thebetweenlands.ground_golden_club.name, 磨碎的奥昂蒂, 31
thebetweenlands:items_crushed, item.thebetweenlands.ground_green_middle_gem.name, 磨碎的翠绿宝石, 32
thebetweenlands:items_crushed, item.thebetweenlands.ground_hanger.name, 磨碎的藤条, 33
thebetweenlands:items_crushed, item.thebetweenlands.ground_lichen.name, 磨碎的地衣, 34
thebetweenlands:items_crushed, item.thebetweenlands.ground_marsh_marigold.name, 磨碎的沼泽金盏花, 35
thebetweenlands:items_crushed, item.thebetweenlands.ground_mire_coral.name, 磨碎的泥潭珊瑚, 36
thebetweenlands:items_crushed, item.thebetweenlands.ground_mire_snail_shell.name, 磨碎的褐色蜗牛壳, 37
thebetweenlands:items_crushed, item.thebetweenlands.ground_moss.name, 磨碎的苔藓, 38
thebetweenlands:items_crushed, item.thebetweenlands.ground_nettle.name, 磨碎的荨麻, 39
thebetweenlands:items_crushed, item.thebetweenlands.ground_phragmites.name, 磨碎的芦苇, 40
thebetweenlands:items_crushed, item.thebetweenlands.ground_sludgecreep.name, 磨碎的泥藤, 41
thebetweenlands:items_crushed, item.thebetweenlands.ground_sundew.name, 磨碎的茅膏菜, 42
thebetweenlands:items_crushed, item.thebetweenlands.ground_swamp_kelp.name, 磨碎的沼泽海带, 43
thebetweenlands:items_crushed, item.thebetweenlands.ground_roots.name, 磨碎的根须, 44
thebetweenlands:items_crushed, item.thebetweenlands.ground_aqua_middle_gem.name, 磨碎的水蓝元素宝石, 45
thebetweenlands:items_crushed, item.thebetweenlands.ground_pitcher_plant.name, 磨碎的猪笼草, 46
thebetweenlands:items_crushed, item.thebetweenlands.ground_water_weeds.name, 磨碎的水草, 47
thebetweenlands:items_crushed, item.thebetweenlands.ground_venus_fly_trap.name, 磨碎的金星捕蝇草, 48
thebetweenlands:items_crushed, item.thebetweenlands.ground_volarpad.name, 磨碎的伞莲, 49
thebetweenlands:items_crushed, item.thebetweenlands.ground_thorns.name, 磨碎的荆棘, 50
thebetweenlands:items_crushed, item.thebetweenlands.ground_poison_ivy.name, 磨碎的剧毒藤蔓, 51
thebetweenlands:items_crushed, item.thebetweenlands.ground_bladderwort_flower.name, 磨碎的狸藻花, 52
thebetweenlands:items_crushed, item.thebetweenlands.ground_bladderwort_stalk.name, 磨碎的狸藻茎, 53
thebetweenlands:items_crushed, item.thebetweenlands.ground_edge_shroom.name, 磨碎的边缘蘑菇, 54
thebetweenlands:items_crushed, item.thebetweenlands.ground_edge_moss.name, 磨碎的边缘苔藓, 55
thebetweenlands:items_crushed, item.thebetweenlands.ground_edge_leaf.name, 磨碎的边缘树叶, 56
thebetweenlands:items_crushed, item.thebetweenlands.ground_rotbulb.name, 腐坏球菌, 57
thebetweenlands:items_crushed, item.thebetweenlands.ground_pale_grass.name, 磨碎的苍白草, 58
thebetweenlands:items_crushed, item.thebetweenlands.ground_string_roots.name, 磨碎的绳状根须, 59
thebetweenlands:items_crushed, item.thebetweenlands.ground_cryptweed.name, 磨碎的地穴草, 60
thebetweenlands:items_plant_drop, item.thebetweenlands.generic_leaf.name, 叶子, 0
thebetweenlands:items_plant_drop, item.thebetweenlands.algae_item.name, 水藻团, 1
thebetweenlands:items_plant_drop, item.thebetweenlands.arrow_arum_leaf.name, 茯苓叶, 2
thebetweenlands:items_plant_drop, item.thebetweenlands.blue_eyed_grass_flowers.name, 蓝眼草花, 3
thebetweenlands:items_plant_drop, item.thebetweenlands.blue_iris_petal.name, 蓝鸢尾花瓣, 4
thebetweenlands:items_plant_drop, item.thebetweenlands.mire_coral_item.name, 泥潭珊瑚, 5
thebetweenlands:items_plant_drop, item.thebetweenlands.deep_water_coral_item.name, 深水珊瑚, 6
thebetweenlands:items_plant_drop, item.thebetweenlands.bog_bean_flower_item.name, 沼泽豆花, 7
thebetweenlands:items_plant_drop, item.thebetweenlands.boneset_flowers.name, 兰草花, 8
thebetweenlands:items_plant_drop, item.thebetweenlands.bottle_brush_grass_blades.name, 瓶刷草叶, 9
thebetweenlands:items_plant_drop, item.thebetweenlands.broom_sedge_leaves.name, 扫帚草叶, 10
thebetweenlands:items_plant_drop, item.thebetweenlands.button_bush_flowers.name, 风箱树花, 11
thebetweenlands:items_plant_drop, item.thebetweenlands.cardinal_flower_petals.name, 红花半边莲花瓣, 12
thebetweenlands:items_plant_drop, item.thebetweenlands.cattail_head.name, 蒲黄, 13
thebetweenlands:items_plant_drop, item.thebetweenlands.cave_grass_blades.name, 洞穴草叶, 14
thebetweenlands:items_plant_drop, item.thebetweenlands.copper_iris_petals.name, 铜色鸢尾花瓣, 15
thebetweenlands:items_plant_drop, item.thebetweenlands.golden_club_flower_item.name, 奥昂蒂花, 16
thebetweenlands:items_plant_drop, item.thebetweenlands.lichen_item.name, 地衣团, 17
thebetweenlands:items_plant_drop, item.thebetweenlands.marsh_hibiscus_flower.name, 沼泽木槿花, 18
thebetweenlands:items_plant_drop, item.thebetweenlands.marsh_mallow_flower.name, 沼泽锦葵花, 19
thebetweenlands:items_plant_drop, item.thebetweenlands.marsh_marigold_flower_item.name, 沼泽金盏花, 20
thebetweenlands:items_plant_drop, item.thebetweenlands.nettle_leaf.name, 荨麻叶, 21
thebetweenlands:items_plant_drop, item.thebetweenlands.phragmite_stems.name, 芦苇茎, 22
thebetweenlands:items_plant_drop, item.thebetweenlands.pickerel_weed_flower.name, 梭鱼草花, 23
thebetweenlands:items_plant_drop, item.thebetweenlands.shoot_leaves.name, 嫩芽, 24
thebetweenlands:items_plant_drop, item.thebetweenlands.sludgecreep_leaves.name, 泥藤叶, 25
thebetweenlands:items_plant_drop, item.thebetweenlands.soft_rush_leaves.name, 灯心草叶, 26
thebetweenlands:items_plant_drop, item.thebetweenlands.sundew_head.name, 茅膏菜头, 27
thebetweenlands:items_plant_drop, item.thebetweenlands.swamp_tall_grass_blades.name, 沼泽高草叶, 28
thebetweenlands:items_plant_drop, item.thebetweenlands.cave_moss_item.name, 洞穴苔藓, 29
thebetweenlands:items_plant_drop, item.thebetweenlands.moss_item.name, 苔藓, 30
thebetweenlands:items_plant_drop, item.thebetweenlands.milkweed_item.name, 乳草花, 31
thebetweenlands:items_plant_drop, item.thebetweenlands.hanger_item.name, 藤蔓, 32
thebetweenlands:items_plant_drop, item.thebetweenlands.pitcher_plant_trap.name, 猪笼草陷阱, 33
thebetweenlands:items_plant_drop, item.thebetweenlands.water_weeds_item.name, 水草的叶子, 34
thebetweenlands:items_plant_drop, item.thebetweenlands.venus_fly_trap_item.name, 捕蝇草陷阱, 35
thebetweenlands:items_plant_drop, item.thebetweenlands.volarpad_item.name, 伞莲叶, 36
thebetweenlands:items_plant_drop, item.thebetweenlands.thorns_item.name, 荆条, 37
thebetweenlands:items_plant_drop, item.thebetweenlands.poison_ivy_item.name, 剧毒藤蔓叶, 38
thebetweenlands:items_plant_drop, item.thebetweenlands.bladderwort_stalk_item.name, 狸藻茎秆, 39
thebetweenlands:items_plant_drop, item.thebetweenlands.bladderwort_flower_item.name, 狸藻花, 40
thebetweenlands:items_plant_drop, item.thebetweenlands.edge_shroom_gills.name, 边缘蘑菇菌盖, 41
thebetweenlands:items_plant_drop, item.thebetweenlands.edge_moss_clump.name, 边缘苔藓团, 42
thebetweenlands:items_plant_drop, item.thebetweenlands.edge_leaf_item.name, 边缘树叶, 43
thebetweenlands:items_plant_drop, item.thebetweenlands.rotbulb_stalk.name, 腐坏球菇茎, 44
thebetweenlands:items_plant_drop, item.thebetweenlands.pale_grass_blades.name, 苍白草叶, 45
thebetweenlands:items_plant_drop, item.thebetweenlands.string_root_fibers.name, 绳状根须纤维, 46
thebetweenlands:items_plant_drop, item.thebetweenlands.cryptweed_blades.name, 地穴草叶片, 47
thebetweenlands:swamp_talisman, item.thebetweenlands.swamp_talisman_0.name, 沼泽护身符, 0
thebetweenlands:swamp_talisman, item.thebetweenlands.swamp_talisman_1.name, 沼泽护身符碎片1, 1
thebetweenlands:swamp_talisman, item.thebetweenlands.swamp_talisman_2.name, 沼泽护身符碎片2, 2
thebetweenlands:swamp_talisman, item.thebetweenlands.swamp_talisman_3.name, 沼泽护身符碎片3, 3
thebetweenlands:swamp_talisman, item.thebetweenlands.swamp_talisman_4.name, 沼泽护身符碎片4, 4
thebetweenlands:weedwood_rowboat, item.thebetweenlands.weedwood_rowboat.name, 杂草木船, 0
thebetweenlands:weedwood_rowboat, item.thebetweenlands.weedwood_rowboat.name, 涂油的杂草木船, 0
thebetweenlands:dentrothyst_shard_orange, item.thebetweenlands.dentrothyst_shard_orange.name, 橙色木晶碎片, 0
thebetweenlands:dentrothyst_shard_green, item.thebetweenlands.dentrothyst_shard_green.name, 绿色木晶碎片, 0
thebetweenlands:sap_ball, item.thebetweenlands.sap_ball.name, 凝胶球, 0
thebetweenlands:middle_fruit_bush_seeds, item.thebetweenlands.middle_fruit_bush_seeds.name, 白梨种子, 0
thebetweenlands:spores, item.thebetweenlands.spores.name, 孢子, 0
thebetweenlands:aspectrus_seeds, item.thebetweenlands.aspectrus_seeds.name, 要素植物种子, 0
thebetweenlands:mire_snail_egg, item.thebetweenlands.mire_snail_egg.name, 泥潭蜗牛蛋, 0
thebetweenlands:mire_snail_egg_cooked, item.thebetweenlands.mire_snail_egg_cooked.name, 煮熟的泥潭蜗牛蛋, 0
thebetweenlands:angler_meat_raw, item.thebetweenlands.angler_meat_raw.name, 生鮟鱇鱼肉, 0
thebetweenlands:angler_meat_cooked, item.thebetweenlands.angler_meat_cooked.name, 鮟鱇肉排, 0
thebetweenlands:frog_legs_raw, item.thebetweenlands.frog_legs_raw.name, 生蛙腿, 0
thebetweenlands:frog_legs_cooked, item.thebetweenlands.frog_legs_cooked.name, 熟蛙腿, 0
thebetweenlands:snail_flesh_raw, item.thebetweenlands.snail_flesh_raw.name, 生蜗牛肉, 0
thebetweenlands:snail_flesh_cooked, item.thebetweenlands.snail_flesh_cooked.name, 烧焦的蜗牛肉, 0
thebetweenlands:reed_donut, item.thebetweenlands.reed_donut.name, 芦苇甜甜圈, 0
thebetweenlands:jam_donut, item.thebetweenlands.jam_donut.name, 果酱甜甜圈, 0
thebetweenlands:gerts_donut, item.thebetweenlands.gerts_donut.name, 赫特的甜甜圈, 0
thebetweenlands:aspectrus_fruit, item.thebetweenlands.aspectrus_fruit.name, 要素果实, 0
thebetweenlands:aspectrus_fruit, item.thebetweenlands.aspectrus_fruit.name, 要素果实 - Azuwynn, 0
thebetweenlands:aspectrus_fruit, item.thebetweenlands.aspectrus_fruit.name, 要素果实 - Armaniis, 0
thebetweenlands:aspectrus_fruit, item.thebetweenlands.aspectrus_fruit.name, 要素果实 - Byariis, 0
thebetweenlands:aspectrus_fruit, item.thebetweenlands.aspectrus_fruit.name, 要素果实 - Byrginaz, 0
thebetweenlands:aspectrus_fruit, item.thebetweenlands.aspectrus_fruit.name, 要素果实 - Celawynn, 0
thebetweenlands:aspectrus_fruit, item.thebetweenlands.aspectrus_fruit.name, 要素果实 - Dayuniis, 0
thebetweenlands:aspectrus_fruit, item.thebetweenlands.aspectrus_fruit.name, 要素果实 - Fergalaz, 0
thebetweenlands:aspectrus_fruit, item.thebetweenlands.aspectrus_fruit.name, 要素果实 - Firnalaz, 0
thebetweenlands:aspectrus_fruit, item.thebetweenlands.aspectrus_fruit.name, 要素果实 - Freiwynn, 0
thebetweenlands:aspectrus_fruit, item.thebetweenlands.aspectrus_fruit.name, 要素果实 - Geoliirgaz, 0
thebetweenlands:aspectrus_fruit, item.thebetweenlands.aspectrus_fruit.name, 要素果实 - Ordaniis, 0
thebetweenlands:aspectrus_fruit, item.thebetweenlands.aspectrus_fruit.name, 要素果实 - Yeowynn, 0
thebetweenlands:aspectrus_fruit, item.thebetweenlands.aspectrus_fruit.name, 要素果实 - Yunugaz, 0
thebetweenlands:aspectrus_fruit, item.thebetweenlands.aspectrus_fruit.name, 要素果实 - Yihinren, 0
thebetweenlands:aspectrus_fruit, item.thebetweenlands.aspectrus_fruit.name, 要素果实 - Wodren, 0
thebetweenlands:aspectrus_fruit, item.thebetweenlands.aspectrus_fruit.name, 要素果实 - Uduriis, 0
thebetweenlands:puffshroom_tendril, item.thebetweenlands.puffshroom_tendril.name, 喷射蘑菇卷须, 0
thebetweenlands:kraken_tentacle, item.thebetweenlands.kraken_tentacle.name, 海妖触须, 0
thebetweenlands:kraken_calamari, item.thebetweenlands.kraken_calamari.name, 海妖鱿鱼圈, 0
thebetweenlands:middle_fruit, item.thebetweenlands.middle_fruit.name, 白梨, 0
thebetweenlands:mince_pie, item.thebetweenlands.mince_pie.name, 甜馅饼, 0
thebetweenlands:christmas_pudding, item.thebetweenlands.christmas_pudding.name, 圣诞布丁, 0
thebetweenlands:candy_cane, item.thebetweenlands.candy_cane.name, 拐杖糖, 0
thebetweenlands:weeping_blue_petal, item.thebetweenlands.weeping_blue_petal.name, 哭泣蓝花瓣, 0
thebetweenlands:wight_heart, item.thebetweenlands.wight_heart.name, 鬼魂之心, 0
thebetweenlands:yellow_dotted_fungus, item.thebetweenlands.yellow_dotted_fungus.name, 黄点蘑菇, 0
thebetweenlands:silt_crab_claw, item.thebetweenlands.silt_crab_claw.name, 泥蟹钳, 0
thebetweenlands:crab_stick, item.thebetweenlands.crab_stick.name, 蟹肉棒, 0
thebetweenlands:nettle_soup, item.thebetweenlands.nettle_soup.name, 荨麻汤, 0
thebetweenlands:sludge_jello, item.thebetweenlands.sludge_jello.name, 泥浆果冻, 0
thebetweenlands:middle_fruit_jello, item.thebetweenlands.middle_fruit_jello.name, 白梨果冻, 0
thebetweenlands:sap_jello, item.thebetweenlands.sap_jello.name, 凝胶果冻, 0
thebetweenlands:marshmallow, item.thebetweenlands.marshmallow.name, 绿色棉花糖, 0
thebetweenlands:marshmallow_pink, item.thebetweenlands.marshmallow_pink.name, 粉红色棉花糖, 0
thebetweenlands:flat_head_mushroom_item, item.thebetweenlands.flat_head_mushroom_item.name, 平顶蘑菇, 0
thebetweenlands:black_hat_mushroom_item, item.thebetweenlands.black_hat_mushroom_item.name, 黑帽蘑菇, 0
thebetweenlands:bulb_capped_mushroom_item, item.thebetweenlands.bulb_capped_mushroom_item.name, 球盖蘑菇, 0
thebetweenlands:swamp_reed_item, item.thebetweenlands.swamp_reed_item.name, 沼泽芦苇, 0
thebetweenlands:swamp_kelp_item, item.thebetweenlands.swamp_kelp_item.name, 沼泽海带, 0
thebetweenlands:fried_swamp_kelp, item.thebetweenlands.fried_swamp_kelp.name, 熟沼泽海带, 0
thebetweenlands:forbidden_fig, item.thebetweenlands.forbidden_fig.name, 禁忌果实, 0
thebetweenlands:candy_blue, item.thebetweenlands.candy_blue.name, 蓝色糖果, 0
thebetweenlands:candy_red, item.thebetweenlands.candy_red.name, 红色糖果, 0
thebetweenlands:candy_yellow, item.thebetweenlands.candy_yellow.name, 黄色糖果, 0
thebetweenlands:chiromaw_wing, item.thebetweenlands.chiromaw_wing.name, 翼手怪的翅膀, 0
thebetweenlands:tangled_root, item.thebetweenlands.tangled_root.name, 缠结根须, 0
thebetweenlands:mire_scramble, item.thebetweenlands.mire_scramble.name, 沼泽炒蛋, 0
thebetweenlands:weeping_blue_petal_salad, item.thebetweenlands.weeping_blue_petal_salad.name, 哭泣蓝花瓣沙拉, 0
thebetweenlands:nibblestick, item.thebetweenlands.nibblestick.name, 可以吃的奇趣棒, 0
thebetweenlands:spirit_fruit, item.thebetweenlands.spirit_fruit.name, 灵魂之果, 0
thebetweenlands:sushi, item.thebetweenlands.sushi.name, 寿司, 0
thebetweenlands:bone_helmet, item.thebetweenlands.bone_helmet.name, 粘骨头盔, 0
thebetweenlands:bone_chestplate, item.thebetweenlands.bone_chestplate.name, 粘骨胸甲, 0
thebetweenlands:bone_leggings, item.thebetweenlands.bone_leggings.name, 粘骨护腿, 0
thebetweenlands:bone_boots, item.thebetweenlands.bone_boots.name, 粘骨靴子, 0
thebetweenlands:lurker_skin_helmet, item.thebetweenlands.lurker_skin_helmet.name, 鳄皮头盔, 0
thebetweenlands:lurker_skin_chestplate, item.thebetweenlands.lurker_skin_chestplate.name, 鳄皮胸甲, 0
thebetweenlands:lurker_skin_leggings, item.thebetweenlands.lurker_skin_leggings.name, 鳄皮护腿, 0
thebetweenlands:lurker_skin_boots, item.thebetweenlands.lurker_skin_boots.name, 鳄皮靴子, 0
thebetweenlands:syrmorite_helmet, item.thebetweenlands.syrmorite_helmet.name, 赛摩铜头盔, 0
thebetweenlands:syrmorite_chestplate, item.thebetweenlands.syrmorite_chestplate.name, 赛摩铜胸甲, 0
thebetweenlands:syrmorite_leggings, item.thebetweenlands.syrmorite_leggings.name, 赛摩铜护腿, 0
thebetweenlands:syrmorite_boots, item.thebetweenlands.syrmorite_boots.name, 赛摩铜靴子, 0
thebetweenlands:valonite_helmet, item.thebetweenlands.valonite_helmet.name, 法罗钠头盔, 0
thebetweenlands:valonite_chestplate, item.thebetweenlands.valonite_chestplate.name, 法罗钠胸甲, 0
thebetweenlands:valonite_leggings, item.thebetweenlands.valonite_leggings.name, 法罗钠护腿, 0
thebetweenlands:valonite_boots, item.thebetweenlands.valonite_boots.name, 法罗钠靴子, 0
thebetweenlands:ancient_helmet, item.thebetweenlands.ancient_helmet.name, 古代头盔, 0
thebetweenlands:ancient_chestplate, item.thebetweenlands.ancient_chestplate.name, 古代胸甲, 0
thebetweenlands:ancient_leggings, item.thebetweenlands.ancient_leggings.name, 古代护腿, 0
thebetweenlands:ancient_boots, item.thebetweenlands.ancient_boots.name, 古代靴子, 0
thebetweenlands:rubber_boots, item.thebetweenlands.rubber_boots.name, 橡胶靴, 0
thebetweenlands:marsh_runner_boots, item.thebetweenlands.marsh_runner_boots.name, 沼泽旅者之靴, 0
thebetweenlands:skull_mask, item.thebetweenlands.skull_mask.name, 骷髅面具, 0
thebetweenlands:explorers_hat, item.thebetweenlands.explorers_hat.name, 探险家帽子, 0
thebetweenlands:spirit_tree_face_large_mask, item.thebetweenlands.spirit_tree_face_large_mask.name, 大型灵树面罩, 0
thebetweenlands:spirit_tree_face_small_mask, item.thebetweenlands.spirit_tree_face_small_mask.name, 小型灵树面罩, 0
thebetweenlands:spirit_tree_face_small_mask_animated, item.thebetweenlands.spirit_tree_face_small_mask_animated.name, 激活的小型灵树面罩, 0
thebetweenlands:gallery_frame_small, item.thebetweenlands.gallery_frame_small.name, 小型画框, 0
thebetweenlands:gallery_frame_large, item.thebetweenlands.gallery_frame_large.name, 大型画框, 0
thebetweenlands:gallery_frame_very_large, item.thebetweenlands.gallery_frame_very_large.name, 超大画框, 0
thebetweenlands:weedwood_sword, item.thebetweenlands.weedwood_sword.name, 杂草木剑, 0
thebetweenlands:weedwood_shovel, item.thebetweenlands.weedwood_shovel.name, 杂草木锹, 0
thebetweenlands:weedwood_axe, item.thebetweenlands.weedwood_axe.name, 杂草木斧, 0
thebetweenlands:weedwood_pickaxe, item.thebetweenlands.weedwood_pickaxe.name, 杂草木镐, 0
thebetweenlands:bone_sword, item.thebetweenlands.bone_sword.name, 骨剑, 0
thebetweenlands:bone_shovel, item.thebetweenlands.bone_shovel.name, 骨锹, 0
thebetweenlands:bone_axe, item.thebetweenlands.bone_axe.name, 骨斧, 0
thebetweenlands:bone_pickaxe, item.thebetweenlands.bone_pickaxe.name, 骨镐, 0
thebetweenlands:octine_sword, item.thebetweenlands.octine_sword.name, 炽炎铁剑, 0
thebetweenlands:octine_shovel, item.thebetweenlands.octine_shovel.name, 炽炎铁锹, 0
thebetweenlands:octine_axe, item.thebetweenlands.octine_axe.name, 炽炎铁斧, 0
thebetweenlands:octine_pickaxe, item.thebetweenlands.octine_pickaxe.name, 炽炎铁镐, 0
thebetweenlands:valonite_sword, item.thebetweenlands.valonite_sword.name, 法罗钠剑, 0
thebetweenlands:valonite_shovel, item.thebetweenlands.valonite_shovel.name, 法罗钠锹, 0
thebetweenlands:valonite_axe, item.thebetweenlands.valonite_axe.name, 法罗钠斧, 0
thebetweenlands:valonite_greataxe, item.thebetweenlands.valonite_greataxe.name, 法罗钠巨斧, 0
thebetweenlands:valonite_pickaxe, item.thebetweenlands.valonite_pickaxe.name, 法罗钠镐, 0
thebetweenlands:octine_shield, item.thebetweenlands.octine_shield.name, 炽炎铁盾, 0
thebetweenlands:valonite_shield, item.thebetweenlands.valonite_shield.name, 法罗钠盾, 0
thebetweenlands:weedwood_shield, item.thebetweenlands.weedwood_shield.name, 杂草木盾, 0
thebetweenlands:living_weedwood_shield, item.thebetweenlands.living_weedwood_shield.name, 活木盾, 0
thebetweenlands:syrmorite_shield, item.thebetweenlands.syrmorite_shield.name, 赛摩铜盾, 0
thebetweenlands:bone_shield, item.thebetweenlands.bone_shield.name, 粘骨盾, 0
thebetweenlands:dentrothyst_shield_green, item.thebetweenlands.dentrothyst_shield_green.name, 绿色木晶盾, 0
thebetweenlands:dentrothyst_shield_green_polished, item.thebetweenlands.dentrothyst_shield_green_polished.name, 绿色抛光木晶盾, 0
thebetweenlands:dentrothyst_shield_orange, item.thebetweenlands.dentrothyst_shield_orange.name, 橙色木晶盾, 0
thebetweenlands:dentrothyst_shield_orange_polished, item.thebetweenlands.dentrothyst_shield_orange_polished.name, 橙色抛光木晶盾, 0
thebetweenlands:lurker_skin_shield, item.thebetweenlands.lurker_skin_shield.name, 鳄皮盾, 0
thebetweenlands:manual_hl, item.thebetweenlands.manual_hl.name, 药学手册, 0
thebetweenlands:syrmorite_shears, item.thebetweenlands.syrmorite_shears.name, 赛摩铜剪刀, 0
thebetweenlands:sickle, item.thebetweenlands.sickle.name, 镰刀, 0
thebetweenlands:shockwave_sword, item.thebetweenlands.shockwave_sword.name, 冲击波剑, 0
thebetweenlands:angler_tooth_arrow, item.thebetweenlands.angler_tooth_arrow.name, 鮟鱇牙箭, 0
thebetweenlands:poisoned_angler_tooth_arrow, item.thebetweenlands.poisoned_angler_tooth_arrow.name, 剧毒鮟鱇牙箭, 0
thebetweenlands:octine_arrow, item.thebetweenlands.octine_arrow.name, 炽炎铁箭, 0
thebetweenlands:basilisk_arrow, item.thebetweenlands.basilisk_arrow.name, 蜥毒箭, 0
thebetweenlands:sludge_worm_arrow, item.thebetweenlands.sludge_worm_arrow.name, 烂泥蠕虫箭, 0
thebetweenlands:shock_arrow, item.thebetweenlands.shock_arrow.name, 雷击之矢, 0
thebetweenlands:chiromaw_barb, item.thebetweenlands.chiromaw_barb.name, 翼手怪尖钩, 0
thebetweenlands:weedwood_bow, item.thebetweenlands.weedwood_bow.name, 杂草木弓, 0
thebetweenlands:predator_bow, item.thebetweenlands.predator_bow.name, 捕食者弓, 0
thebetweenlands:wights_bane, item.thebetweenlands.wights_bane.name, 鬼魂杀手, 0
thebetweenlands:sludge_slicer, item.thebetweenlands.sludge_slicer.name, 污泥长矛, 0
thebetweenlands:critter_cruncher, item.thebetweenlands.critter_cruncher.name, 爬虫杀手, 0
thebetweenlands:hag_hacker, item.thebetweenlands.hag_hacker.name, 沼泽怪杀手, 0
thebetweenlands:voodoo_doll, item.thebetweenlands.voodoo_doll.name, 巫毒娃娃, 0
thebetweenlands:swift_pick, item.thebetweenlands.swift_pick.name, 迅捷镐, 0
thebetweenlands:ancient_greatsword, item.thebetweenlands.ancient_greatsword.name, 上古巨剑, 0
thebetweenlands:ancient_battle_axe, item.thebetweenlands.ancient_battle_axe.name, 上古战斧, 0
thebetweenlands:pestle, item.thebetweenlands.pestle.name, 石杵, 0
thebetweenlands:net, item.thebetweenlands.net.name, 网, 0
thebetweenlands:lurker_skin_pouch, item.thebetweenlands.lurker_skin_pouch.name, 鳄皮物品袋, 3
thebetweenlands:caving_rope, item.thebetweenlands.caving_rope.name, 洞穴引路绳, 0
thebetweenlands:grappling_hook, item.thebetweenlands.grappling_hook.name, 抓钩, 16
thebetweenlands:volarkite, item.thebetweenlands.volarkite.name, 伞莲风筝, 0
thebetweenlands:simple_slingshot, item.thebetweenlands.simple_slingshot.name, 简易弹弓, 0
thebetweenlands:chirobarb_erupter, item.thebetweenlands.chirobarb_erupter.name, 翼手钩发射器, 0
thebetweenlands:chirobarb_shock_erupter, item.thebetweenlands.chirobarb_shock_erupter.name, 闪电翼手钩发射器, 0
thebetweenlands:bl_bucket, item.thebetweenlands.bl_bucket_weedwood.name, 杂草木桶, 0
thebetweenlands:bl_bucket, item.thebetweenlands.bl_bucket_syrmorite.name, 赛摩铜桶, 1
thebetweenlands:bl_bucket, item.thebetweenlands.bl_bucket_weedwood.name, 杂草木§f液态珊瑚§f桶, 0
thebetweenlands:bl_bucket, item.thebetweenlands.bl_bucket_weedwood.name, 杂草木§f液态反物质§f桶, 0
thebetweenlands:bl_bucket, item.thebetweenlands.bl_bucket_weedwood.name, 杂草木§f泪§f桶, 0
thebetweenlands:bl_bucket, item.thebetweenlands.bl_bucket_weedwood.name, 杂草木§f橄榄油§f桶, 0
thebetweenlands:bl_bucket, item.thebetweenlands.bl_bucket_weedwood.name, 杂草木§f铁树莓汁§f桶, 0
thebetweenlands:bl_bucket, item.thebetweenlands.bl_bucket_weedwood.name, 杂草木§f野莓果汁§f桶, 0
thebetweenlands:bl_bucket, item.thebetweenlands.bl_bucket_weedwood.name, 杂草木§f葡萄汁§f桶, 0
thebetweenlands:bl_bucket, item.thebetweenlands.bl_bucket_weedwood.name, 杂草木§f苹果汁§f桶, 0
thebetweenlands:bl_bucket, item.thebetweenlands.bl_bucket_weedwood.name, 杂草木§f麦芽汁§f桶, 0
thebetweenlands:bl_bucket, item.thebetweenlands.bl_bucket_weedwood.name, 杂草木§f蜂蜜§f桶, 0
thebetweenlands:bl_bucket, item.thebetweenlands.bl_bucket_weedwood.name, 杂草木§f杂酚油§f桶, 0
thebetweenlands:bl_bucket, item.thebetweenlands.bl_bucket_weedwood.name, 杂草木§f植物油§f桶, 0
thebetweenlands:bl_bucket, item.thebetweenlands.bl_bucket_weedwood.name, 杂草木§f乙醇§f桶, 0
thebetweenlands:bl_bucket, item.thebetweenlands.bl_bucket_weedwood.name, 杂草木§f生物柴油§f桶, 0
thebetweenlands:bl_bucket, item.thebetweenlands.bl_bucket_weedwood.name, 杂草木§f液态混凝土§f桶, 0
